"D1118","http://purl.bdrc.io/resource/WA0RT0010"
"D1119","http://purl.bdrc.io/resource/WA0RT0011"
"D1120","http://purl.bdrc.io/resource/WA0RT0012"
"D1121","http://purl.bdrc.io/resource/WA0RT0013"
"D1122","http://purl.bdrc.io/resource/WA0RT0014"
"D1123","http://purl.bdrc.io/resource/WA0RT0015"
"D1124","http://purl.bdrc.io/resource/WA0RT0016"
"D1125","http://purl.bdrc.io/resource/WA0RT0017"
"D1127","http://purl.bdrc.io/resource/WA0RT0018"
"D1128","http://purl.bdrc.io/resource/WA0RT0019"
"D1129","http://purl.bdrc.io/resource/WA0RT0020"
"D1130","http://purl.bdrc.io/resource/WA0RT0021"
"D1131","http://purl.bdrc.io/resource/WA0RT0022"
"D1132","http://purl.bdrc.io/resource/WA0RT0023"
"D1133","http://purl.bdrc.io/resource/WA0RT0024"
"D1135","http://purl.bdrc.io/resource/WA0RT0026"
"D1136","http://purl.bdrc.io/resource/WA0RT0027"
"D1137","http://purl.bdrc.io/resource/WA0RT0028"
"D1206","http://purl.bdrc.io/resource/WA0RT0336"
"D1609","http://purl.bdrc.io/resource/WA0RT0480"
"D1683","http://purl.bdrc.io/resource/WA0RT0555"
"D1684","http://purl.bdrc.io/resource/WA0RT0556"
"D1752","http://purl.bdrc.io/resource/WA0RT2897"
"D1758","http://purl.bdrc.io/resource/WA0RT0627"
"D1759","http://purl.bdrc.io/resource/WA0RT0628"
"D1760","http://purl.bdrc.io/resource/WA0RT0629"
"D1771","http://purl.bdrc.io/resource/WA0RT0637"
"D1772","http://purl.bdrc.io/resource/WA0RT0638"
"D1773","http://purl.bdrc.io/resource/WA0RT0639"
"D1778","http://purl.bdrc.io/resource/WA0RT0644"
"D1779","http://purl.bdrc.io/resource/WA0RT4283"
"D1780","http://purl.bdrc.io/resource/WA0RT0646"
"D1784","http://purl.bdrc.io/resource/WA0RT0648"
"D1784a","http://purl.bdrc.io/resource/WA0RT0649"
"D1796","http://purl.bdrc.io/resource/WA0RT0660"
"D1797","http://purl.bdrc.io/resource/WA0RT0661"
"D1798","http://purl.bdrc.io/resource/WA0RT0662"
"D1799","http://purl.bdrc.io/resource/WA0RT0663"
"D1800","http://purl.bdrc.io/resource/WA0RT0664"
"D1801","http://purl.bdrc.io/resource/WA0RT0665"
"D1829","http://purl.bdrc.io/resource/WA0RT0693"
"D1340","http://purl.bdrc.io/resource/WA0RT0472"
"D2190","http://purl.bdrc.io/resource/WA0RT1032"
"D2191","http://purl.bdrc.io/resource/WA0RT1033"
"D2204","http://purl.bdrc.io/resource/WA0RT1047"
"D2205","http://purl.bdrc.io/resource/WA0RT1048"
"D2206","http://purl.bdrc.io/resource/WA0RT1049"
"D2207","http://purl.bdrc.io/resource/WA0RT1050"
"D2213","http://purl.bdrc.io/resource/WA0RT1054"
"D2225","http://purl.bdrc.io/resource/WA0RT1068"
"N1901","http://purl.bdrc.io/resource/WA0RT1104"
"D2277","http://purl.bdrc.io/resource/WA0RT1123"
"D2278","http://purl.bdrc.io/resource/WA0RT1124"
"D2373","http://purl.bdrc.io/resource/WA0RT1200"
"D2382","http://purl.bdrc.io/resource/WA0RT1223"
"D2444","http://purl.bdrc.io/resource/WA0RT1271"
"D2449","http://purl.bdrc.io/resource/WA0RT1276"
"D2473","http://purl.bdrc.io/resource/WA0RT3103"
"D2480","http://purl.bdrc.io/resource/WA0RT1304"
"D2481","http://purl.bdrc.io/resource/WA0RT1305"
"D2482","http://purl.bdrc.io/resource/WA0RT1306"
"D2640","http://purl.bdrc.io/resource/WA0RT1463"
"D2675","http://purl.bdrc.io/resource/WA0RT1499"
"D2701","http://purl.bdrc.io/resource/WA0RT1524"
"D2736","http://purl.bdrc.io/resource/WA0RT1554"
"D2736a","http://purl.bdrc.io/resource/WA0RT1555"
"D2850","http://purl.bdrc.io/resource/WA0RT3948"
"D2866","http://purl.bdrc.io/resource/WA0RT1687"
"D2867","http://purl.bdrc.io/resource/WA0RT1688"
"D2868","http://purl.bdrc.io/resource/WA0RT1689"
"D2869","http://purl.bdrc.io/resource/WA0RT1690"
"D2888","http://purl.bdrc.io/resource/WA0RT1711"
"D3053","http://purl.bdrc.io/resource/WA0RT4299"
"D3067","http://purl.bdrc.io/resource/WA0RT1890"
"D3117","http://purl.bdrc.io/resource/WA0RT1937"
"D3363","http://purl.bdrc.io/resource/WA0RT2183"
"D3364","http://purl.bdrc.io/resource/WA0RT2184"
"D3365","http://purl.bdrc.io/resource/WA0RT3955"
"D3366","http://purl.bdrc.io/resource/WA0RT2186"
"D3367","http://purl.bdrc.io/resource/WA0RT2187"
"D3368","http://purl.bdrc.io/resource/WA0RT2188"
"D3488","http://purl.bdrc.io/resource/WA0RT4261"
"D3562","http://purl.bdrc.io/resource/WA0RT2383"
"D3645","http://purl.bdrc.io/resource/WA0RT2466"
"D3664","http://purl.bdrc.io/resource/WA0RT2486"
"D3729","http://purl.bdrc.io/resource/WA0RT2550"
"D3518","http://purl.bdrc.io/resource/WA0RT4281"
"D3769","http://purl.bdrc.io/resource/WA0RT2587"
"N3499","http://purl.bdrc.io/resource/WA0RT2709"
"N3577","http://purl.bdrc.io/resource/WA0RT2787"
"N3581","http://purl.bdrc.io/resource/WA0RT0091"
"N3617","http://purl.bdrc.io/resource/WA0RT2827"
"N3618","http://purl.bdrc.io/resource/WA0RT2828"
"N3636","http://purl.bdrc.io/resource/WA0RT2846"
"N3667","http://purl.bdrc.io/resource/WA0RT2877"
"N3901","http://purl.bdrc.io/resource/WA0RT2486"
"D2905","http://purl.bdrc.io/resource/WA0RT3114"
"N3731","http://purl.bdrc.io/resource/WA0RT2941"
"N3751","http://purl.bdrc.io/resource/WA0RT2961"
"N3760","http://purl.bdrc.io/resource/WA0RT2970"
"N3806","http://purl.bdrc.io/resource/WA0RT3016"
"D3824","http://purl.bdrc.io/resource/WA0RT3169"
"D3825","http://purl.bdrc.io/resource/WA0RT3170"
"D3826","http://purl.bdrc.io/resource/WA0RT3171"
"D3827","http://purl.bdrc.io/resource/WA0RT3172"
"D3828","http://purl.bdrc.io/resource/WA0RT3173"
"D3829","http://purl.bdrc.io/resource/WA0RT3174"
"D3830","http://purl.bdrc.io/resource/WA0RT3175"
"D3831","http://purl.bdrc.io/resource/WA0RT3176"
"D3832","http://purl.bdrc.io/resource/WA0RT3177"
"D3833","http://purl.bdrc.io/resource/WA0RT4305"
"D3834","http://purl.bdrc.io/resource/WA0RT3179"
"D3835","http://purl.bdrc.io/resource/WA0RT3180"
"D3836","http://purl.bdrc.io/resource/WA0RT3181"
"D3837","http://purl.bdrc.io/resource/WA0RT4226"
"D3838","http://purl.bdrc.io/resource/WA0RT3183"
"D3839","http://purl.bdrc.io/resource/WA0RT3184"
"D3840","http://purl.bdrc.io/resource/WA0RT3185"
"D3843","http://purl.bdrc.io/resource/WA0RT3188"
"D3908","http://purl.bdrc.io/resource/WA0RT3253"
"D3934","http://purl.bdrc.io/resource/WA0RT3275"
"D3966","http://purl.bdrc.io/resource/WA0RT3307"
"D3985","http://purl.bdrc.io/resource/WA0RT3325"
"D3986","http://purl.bdrc.io/resource/WA0RT3326"
"D4005","http://purl.bdrc.io/resource/WA0RT3345"
"D4011","http://purl.bdrc.io/resource/WA0RT3351"
"D4101","http://purl.bdrc.io/resource/WA0RT3439"
"D4124","http://purl.bdrc.io/resource/WA0RT3462"
"D4148","http://purl.bdrc.io/resource/WA0RT3486"
"D4158","http://purl.bdrc.io/resource/WA0RT3496"
"D4160","http://purl.bdrc.io/resource/WA0RT3498"
"D4161","http://purl.bdrc.io/resource/WA0RT3499"
"D4162","http://purl.bdrc.io/resource/WA0RT3500"
"D4182","http://purl.bdrc.io/resource/WA0RT3520"
"D4306","http://purl.bdrc.io/resource/WA0RT3640"
"D4307","http://purl.bdrc.io/resource/WA0RT3641"
"D4308","http://purl.bdrc.io/resource/WA0RT3642"
"Q5808","http://purl.bdrc.io/resource/WA0RT3927"
"D4319","http://purl.bdrc.io/resource/WA0RT3653"
"Q5811","http://purl.bdrc.io/resource/WA0RT3928"
"D4328","http://purl.bdrc.io/resource/WA0RT3662"
"D4329","http://purl.bdrc.io/resource/WA0RT3663"
"D4330","http://purl.bdrc.io/resource/WA0RT3664"
"D4384","http://purl.bdrc.io/resource/WA0RT3718"
"D4385","http://purl.bdrc.io/resource/WA0RT3719"
"D4387","http://purl.bdrc.io/resource/WA0RT3721"
"D4388","http://purl.bdrc.io/resource/WA0RT3722"
"D4395","http://purl.bdrc.io/resource/WA0RT3729"
"D4411","http://purl.bdrc.io/resource/WA0RT4224"
"D4410","http://purl.bdrc.io/resource/WA0RT4223"
"D4435","http://purl.bdrc.io/resource/WA0RT3763"
"D4461","http://purl.bdrc.io/resource/WA0RT3786"
"D1610","http://purl.bdrc.io/resource/WA0RT0481"
"D1612","http://purl.bdrc.io/resource/WA0RT0483"
"D1613","http://purl.bdrc.io/resource/WA0RT0484"
"D1614","http://purl.bdrc.io/resource/WA0RT0485"
"D1615","http://purl.bdrc.io/resource/WA0RT0486"
"D1794","http://purl.bdrc.io/resource/WA0RT0658"
"D1803","http://purl.bdrc.io/resource/WA0RT0667"
"D1804","http://purl.bdrc.io/resource/WA0RT0668"
"D1805","http://purl.bdrc.io/resource/WA0RT0669"
"D1806","http://purl.bdrc.io/resource/WA0RT3981"
"D1807","http://purl.bdrc.io/resource/WA0RT0671"
"D1808","http://purl.bdrc.io/resource/WA0RT0672"
